interacao_id,lead_id,canal,etapa_cadencia,data_interacao,resultado,objecao_registrada,resumo_interacao
560,158,Email,6,2026-08-27,Respondeu,,Perguntou sobre volume de dados processado e tempo de implantacao
561,159,LinkedIn,1,2026-07-04,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
562,159,Email,2,2026-07-09,Sem resposta,,Nenhuma resposta ate o momento
563,160,WhatsApp,1,2026-08-16,Sem resposta,,Nenhuma resposta ate o momento
564,160,WhatsApp,2,2026-08-19,Respondeu,,Pediu para encaminhar o material para o time tecnico avaliar
565,160,WhatsApp,3,2026-08-26,Respondeu,,Pediu para encaminhar o material para o time tecnico avaliar
566,160,Email,4,2026-08-27,Nao perturbe,,Pediu para nao ser mais contatado sobre o tema
567,161,Email,1,2026-06-14,Objecao,Orcamento comprometido,Respondeu que nao e prioridade neste momento
568,161,Email,2,2026-06-20,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
569,161,Email,3,2026-06-28,Respondeu,,Perguntou como funciona a alocacao de especialista sem abrir headcount
570,161,Email,4,2026-06-22,Sem resposta,,Nenhuma resposta ate o momento
571,162,Email,1,2026-09-16,Sem resposta,,Nenhuma resposta ate o momento
572,163,Email,1,2026-06-04,Reuniao marcada,,Reuniao marcada apos troca sobre caso de uso similar ao deles
573,163,WhatsApp,2,2026-06-09,Nao perturbe,,Solicitou remocao da lista de prospeccao
574,163,Email,3,2026-06-19,Objecao,,"Disse que a decisao nao e dele, indicou outro contato"
575,163,WhatsApp,4,2026-06-17,Reuniao marcada,,Reuniao marcada apos troca sobre caso de uso similar ao deles
576,163,Email,5,2026-06-26,Sem resposta,,Nenhuma resposta ate o momento
577,163,LinkedIn,6,2026-07-01,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
578,164,WhatsApp,1,2026-03-28,Sem resposta,,Nenhuma resposta ate o momento
579,164,WhatsApp,2,2026-03-29,Sem resposta,,Nenhuma resposta ate o momento
580,164,Email,3,2026-04-04,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
581,164,Email,4,2026-04-04,Sem resposta,,Nenhuma resposta ate o momento
582,164,WhatsApp,5,2026-04-17,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
583,164,Email,6,2026-04-16,Nao perturbe,,Pediu para nao ser mais contatado sobre o tema
584,165,WhatsApp,1,2026-08-29,Objecao,Nao sou eu quem decide,"Disse que a decisao nao e dele, indicou outro contato"
585,165,WhatsApp,2,2026-09-05,Respondeu,,Pediu mais detalhes sobre governanca e controle de acesso a dado sensivel
586,165,WhatsApp,3,2026-09-10,Sem resposta,,Nenhuma resposta ate o momento
587,165,WhatsApp,4,2026-09-11,Nao perturbe,,Pediu para nao ser mais contatado sobre o tema
588,166,Email,1,2026-04-10,Respondeu,,Questionou sobre integracao com o ambiente de nuvem que ja usam
589,166,Email,2,2026-04-16,Reuniao marcada,,Confirmou call para semana seguinte para discutir escopo tecnico
590,166,Email,3,2026-04-15,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
591,166,Email,4,2026-04-18,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
592,167,LinkedIn,1,2026-08-26,Reuniao marcada,,Reuniao marcada apos troca sobre caso de uso similar ao deles
593,167,WhatsApp,2,2026-09-01,Objecao,Nao e prioridade este ano,Informou que o orcamento do ano ja esta comprometido
594,167,LinkedIn,3,2026-09-01,Respondeu,,Questionou sobre integracao com o ambiente de nuvem que ja usam
595,168,Email,1,2026-04-11,Sem resposta,,Nenhuma resposta ate o momento
596,168,Email,2,2026-04-18,Respondeu,,Pediu para encaminhar o material para o time tecnico avaliar
597,168,WhatsApp,3,2026-04-17,Sem resposta,,Nenhuma resposta ate o momento
598,169,WhatsApp,1,2026-04-12,Reuniao marcada,,Reuniao marcada apos troca sobre caso de uso similar ao deles
599,169,Email,2,2026-04-19,Nao perturbe,,Pediu para nao ser mais contatado sobre o tema
600,169,LinkedIn,3,2026-04-27,Reuniao marcada,,Aceitou reuniao para apresentar a solucao em detalhe
601,169,LinkedIn,4,2026-05-03,Respondeu,,Pediu para encaminhar o material para o time tecnico avaliar
602,169,Email,5,2026-05-04,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
603,169,LinkedIn,6,2026-04-27,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
604,170,LinkedIn,1,2026-07-10,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
605,170,WhatsApp,2,2026-07-13,Sem resposta,,Nenhuma resposta ate o momento
606,171,WhatsApp,1,2026-07-07,Sem resposta,,Nenhuma resposta ate o momento
607,171,WhatsApp,2,2026-07-10,Reuniao marcada,,Reuniao marcada apos troca sobre caso de uso similar ao deles
608,171,LinkedIn,3,2026-07-22,Respondeu,,Perguntou como funciona a alocacao de especialista sem abrir headcount
609,171,Email,4,2026-07-28,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
610,171,WhatsApp,5,2026-07-29,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
611,171,Email,6,2026-07-22,Respondeu,,Perguntou como funciona a alocacao de especialista sem abrir headcount
612,172,Email,1,2026-09-08,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
613,172,WhatsApp,2,2026-09-13,Sem resposta,,Nenhuma resposta ate o momento
614,172,WhatsApp,3,2026-09-14,Respondeu,,Questionou sobre integracao com o ambiente de nuvem que ja usam
615,173,LinkedIn,1,2026-05-28,Respondeu,,Perguntou sobre volume de dados processado e tempo de implantacao
616,173,WhatsApp,2,2026-06-04,Objecao,Ja temos parceiro,"Disse que a decisao nao e dele, indicou outro contato"
617,173,Email,3,2026-06-10,Respondeu,,Pediu para encaminhar o material para o time tecnico avaliar
618,174,Email,1,2026-05-30,Respondeu,,Pediu para encaminhar o material para o time tecnico avaliar
619,174,Email,2,2026-06-03,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
620,174,Email,3,2026-06-10,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
621,174,LinkedIn,4,2026-06-11,Reuniao marcada,,Reuniao marcada apos troca sobre caso de uso similar ao deles
622,174,LinkedIn,5,2026-06-15,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
623,175,WhatsApp,1,2026-06-25,Respondeu,,Perguntou como funciona a alocacao de especialista sem abrir headcount
624,175,LinkedIn,2,2026-06-27,Sem resposta,,Nenhuma resposta ate o momento
625,176,LinkedIn,1,2026-04-06,Nao perturbe,,Solicitou remocao da lista de prospeccao
626,176,LinkedIn,2,2026-04-06,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
627,176,WhatsApp,3,2026-04-09,Objecao,Nao e prioridade este ano,"Pediu para so enviar material por email, sem call"
628,177,Email,1,2026-04-04,Objecao,Nao sou eu quem decide,Disse que ja tem um parceiro atendendo esse escopo
629,177,LinkedIn,2,2026-04-11,Respondeu,,Pediu mais detalhes sobre governanca e controle de acesso a dado sensivel
630,177,Email,3,2026-04-11,Sem resposta,,Nenhuma resposta ate o momento
631,177,Email,4,2026-04-11,Sem resposta,,Nenhuma resposta ate o momento
632,177,LinkedIn,5,2026-04-14,Nao perturbe,,Solicitou remocao da lista de prospeccao
633,177,Email,6,2026-05-05,Respondeu,,Pediu mais detalhes sobre governanca e controle de acesso a dado sensivel
634,178,WhatsApp,1,2026-06-26,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
635,178,Email,2,2026-07-01,Nao perturbe,,Solicitou remocao da lista de prospeccao
636,179,WhatsApp,1,2026-08-04,Respondeu,,Questionou sobre integracao com o ambiente de nuvem que ja usam
637,179,WhatsApp,2,2026-08-06,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
638,179,Email,3,2026-08-09,Respondeu,,Pediu para encaminhar o material para o time tecnico avaliar
639,179,WhatsApp,4,2026-08-20,Nao perturbe,,Solicitou remocao da lista de prospeccao
640,179,Email,5,2026-08-25,Objecao,Nao e prioridade este ano,"Pediu para so enviar material por email, sem call"
641,179,WhatsApp,6,2026-08-24,Objecao,Manda material por email,Respondeu que nao e prioridade neste momento
642,180,Email,1,2026-07-07,Reuniao marcada,,Confirmou call para semana seguinte para discutir escopo tecnico
643,180,Email,2,2026-07-10,Sem resposta,,Nenhuma resposta ate o momento
644,180,Email,3,2026-07-14,Respondeu,,Perguntou como funciona a alocacao de especialista sem abrir headcount
645,180,WhatsApp,4,2026-07-22,Reuniao marcada,,Aceitou reuniao para apresentar a solucao em detalhe
646,180,Email,5,2026-07-17,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
647,181,Email,1,2026-08-16,Respondeu,,Perguntou como funciona a alocacao de especialista sem abrir headcount
648,181,WhatsApp,2,2026-08-23,Sem resposta,,Nenhuma resposta ate o momento
649,181,WhatsApp,3,2026-08-28,Sem resposta,,Nenhuma resposta ate o momento
650,181,WhatsApp,4,2026-08-25,Sem resposta,,Nenhuma resposta ate o momento
651,181,WhatsApp,5,2026-08-28,Objecao,,Disse que ja tem um parceiro atendendo esse escopo
652,181,WhatsApp,6,2026-09-12,Sem resposta,,Nenhuma resposta ate o momento
653,182,LinkedIn,1,2026-09-09,Respondeu,,Pediu para encaminhar o material para o time tecnico avaliar
654,182,LinkedIn,2,2026-09-16,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
655,182,LinkedIn,3,2026-09-16,Objecao,,Disse que ja tem um parceiro atendendo esse escopo
656,183,LinkedIn,1,2026-05-27,Respondeu,,Questionou sobre integracao com o ambiente de nuvem que ja usam
657,183,Email,2,2026-06-05,Nao perturbe,,Solicitou remocao da lista de prospeccao
658,183,Email,3,2026-06-02,Sem resposta,,Nenhuma resposta ate o momento
659,183,LinkedIn,4,2026-06-05,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
660,183,Email,5,2026-06-18,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
661,184,LinkedIn,1,2026-04-26,Respondeu,,Pediu mais detalhes sobre governanca e controle de acesso a dado sensivel
662,184,LinkedIn,2,2026-05-02,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
663,184,Email,3,2026-05-10,Sem resposta,,Nenhuma resposta ate o momento
664,184,LinkedIn,4,2026-05-04,Objecao,Manda material por email,Informou que o orcamento do ano ja esta comprometido
665,185,Email,1,2026-07-30,Sem resposta,,Nenhuma resposta ate o momento
666,185,LinkedIn,2,2026-08-01,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
667,185,WhatsApp,3,2026-08-10,Objecao,Ja temos parceiro,"Disse que a decisao nao e dele, indicou outro contato"
668,185,LinkedIn,4,2026-08-07,Sem resposta,,Nenhuma resposta ate o momento
669,185,WhatsApp,5,2026-08-15,Reuniao marcada,,Confirmou call para semana seguinte para discutir escopo tecnico
670,186,LinkedIn,1,2026-05-12,Objecao,Ja temos parceiro,"Disse que a decisao nao e dele, indicou outro contato"
671,186,Email,2,2026-05-16,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
672,187,Email,1,2026-06-01,Nao perturbe,,Pediu para nao ser mais contatado sobre o tema
673,187,WhatsApp,2,2026-06-04,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
674,187,WhatsApp,3,2026-06-05,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
675,187,WhatsApp,4,2026-06-16,Nao perturbe,,Pediu para nao ser mais contatado sobre o tema
676,188,Email,1,2026-05-16,Reuniao marcada,,Aceitou reuniao para apresentar a solucao em detalhe
677,188,LinkedIn,2,2026-05-18,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
678,188,LinkedIn,3,2026-05-25,Objecao,Nao sou eu quem decide,Respondeu que nao e prioridade neste momento
679,188,LinkedIn,4,2026-06-03,Objecao,Ja temos parceiro,"Pediu para so enviar material por email, sem call"
680,188,Email,5,2026-06-09,Sem resposta,,Nenhuma resposta ate o momento
681,189,LinkedIn,1,2026-08-26,Nao perturbe,,Pediu para nao ser mais contatado sobre o tema
682,189,LinkedIn,2,2026-08-29,Sem resposta,,Nenhuma resposta ate o momento
683,189,Email,3,2026-09-08,Respondeu,,Perguntou sobre volume de dados processado e tempo de implantacao
684,190,Email,1,2026-08-14,Sem resposta,,Nenhuma resposta ate o momento
685,190,LinkedIn,2,2026-08-23,Sem resposta,,Nenhuma resposta ate o momento
686,190,Email,3,2026-08-29,Respondeu,,Pediu mais detalhes sobre governanca e controle de acesso a dado sensivel
687,190,LinkedIn,4,2026-08-23,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
688,190,LinkedIn,5,2026-09-10,Respondeu,,Pediu para encaminhar o material para o time tecnico avaliar
689,190,LinkedIn,6,2026-09-16,Sem resposta,,Nenhuma resposta ate o momento
690,191,WhatsApp,1,2026-04-17,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
691,191,Email,2,2026-04-21,Respondeu,,Pediu mais detalhes sobre governanca e controle de acesso a dado sensivel
692,191,WhatsApp,3,2026-04-25,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
693,191,Email,4,2026-04-25,Sem resposta,,Nenhuma resposta ate o momento
694,191,WhatsApp,5,2026-05-03,Sem resposta,,Nenhuma resposta ate o momento
695,191,WhatsApp,6,2026-05-07,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
696,192,Email,1,2026-04-08,Objecao,Nao sou eu quem decide,"Disse que a decisao nao e dele, indicou outro contato"
697,192,WhatsApp,2,2026-04-13,Reuniao marcada,,Confirmou call para semana seguinte para discutir escopo tecnico
698,192,WhatsApp,3,2026-04-14,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
699,192,Email,4,2026-04-17,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
700,192,WhatsApp,5,2026-04-30,Objecao,Nao sou eu quem decide,"Disse que a decisao nao e dele, indicou outro contato"
701,192,WhatsApp,6,2026-05-05,Objecao,Manda material por email,"Disse que a decisao nao e dele, indicou outro contato"
702,193,LinkedIn,1,2026-04-24,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
703,193,WhatsApp,2,2026-05-03,Respondeu,,Perguntou como funciona a alocacao de especialista sem abrir headcount
704,193,LinkedIn,3,2026-05-09,Sem resposta,,Nenhuma resposta ate o momento
705,194,Email,1,2026-08-02,Sem resposta,,Nenhuma resposta ate o momento
706,194,WhatsApp,2,2026-08-09,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
707,195,Email,1,2026-05-22,Sem resposta,,Nenhuma resposta ate o momento
708,195,Email,2,2026-05-26,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
709,196,Email,1,2026-07-22,Objecao,,"Disse que a decisao nao e dele, indicou outro contato"
710,196,Email,2,2026-07-24,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
711,196,LinkedIn,3,2026-08-03,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
712,196,LinkedIn,4,2026-07-28,Sem resposta,,Nenhuma resposta ate o momento
713,197,WhatsApp,1,2026-04-07,Objecao,,Informou que o orcamento do ano ja esta comprometido
714,197,WhatsApp,2,2026-04-14,Objecao,Nao sou eu quem decide,Informou que o orcamento do ano ja esta comprometido
715,197,Email,3,2026-04-16,Objecao,Ja temos parceiro,"Disse que a decisao nao e dele, indicou outro contato"
716,197,Email,4,2026-04-24,Objecao,Orcamento comprometido,"Pediu para so enviar material por email, sem call"
717,197,Email,5,2026-04-24,Respondeu,,Perguntou como funciona a alocacao de especialista sem abrir headcount
718,198,Email,1,2026-05-24,Reuniao marcada,,Aceitou reuniao para apresentar a solucao em detalhe
719,198,Email,2,2026-05-29,Respondeu,,Perguntou como funciona a alocacao de especialista sem abrir headcount
720,198,LinkedIn,3,2026-06-02,Objecao,Nao sou eu quem decide,Disse que ja tem um parceiro atendendo esse escopo
721,198,WhatsApp,4,2026-06-06,Sem resposta,,Nenhuma resposta ate o momento
722,199,Email,1,2026-06-10,Sem resposta,,Nenhuma resposta ate o momento
723,199,LinkedIn,2,2026-06-14,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
724,199,Email,3,2026-06-15,Sem resposta,,Nenhuma resposta ate o momento
725,199,LinkedIn,4,2026-06-22,Respondeu,,Perguntou como funciona a alocacao de especialista sem abrir headcount
726,199,LinkedIn,5,2026-07-06,Objecao,,Respondeu que nao e prioridade neste momento
727,200,WhatsApp,1,2026-07-12,Reuniao marcada,,Confirmou call para semana seguinte para discutir escopo tecnico
728,200,Email,2,2026-07-18,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
729,200,WhatsApp,3,2026-07-23,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
730,201,WhatsApp,1,2026-05-16,Reuniao marcada,,Reuniao marcada apos troca sobre caso de uso similar ao deles
731,201,LinkedIn,2,2026-05-19,Sem resposta,,Nenhuma resposta ate o momento
732,201,LinkedIn,3,2026-05-26,Reuniao marcada,,Reuniao marcada apos troca sobre caso de uso similar ao deles
733,201,WhatsApp,4,2026-06-04,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
734,201,LinkedIn,5,2026-05-31,Reuniao marcada,,Reuniao marcada apos troca sobre caso de uso similar ao deles
735,202,WhatsApp,1,2026-08-29,Sem resposta,,Nenhuma resposta ate o momento
736,202,Email,2,2026-09-01,Respondeu,,Questionou sobre integracao com o ambiente de nuvem que ja usam
737,202,WhatsApp,3,2026-09-10,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
738,202,Email,4,2026-09-07,Sem resposta,,Nenhuma resposta ate o momento
739,202,Email,5,2026-09-10,Sem resposta,,Nenhuma resposta ate o momento
740,202,Email,6,2026-09-13,Respondeu,,Perguntou sobre volume de dados processado e tempo de implantacao
741,203,WhatsApp,1,2026-06-30,Objecao,Nao sou eu quem decide,"Pediu para so enviar material por email, sem call"
742,203,WhatsApp,2,2026-07-04,Sem resposta,,Nenhuma resposta ate o momento
743,203,WhatsApp,3,2026-07-03,Sem resposta,,Nenhuma resposta ate o momento
744,203,Email,4,2026-07-18,Nao perturbe,,Pediu para nao ser mais contatado sobre o tema
745,203,Email,5,2026-07-09,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
746,203,WhatsApp,6,2026-07-12,Reuniao marcada,,Confirmou call para semana seguinte para discutir escopo tecnico
747,204,Email,1,2026-09-10,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
748,204,Email,2,2026-09-11,Nao perturbe,,Pediu para nao ser mais contatado sobre o tema
749,205,WhatsApp,1,2026-04-11,Sem resposta,,Nenhuma resposta ate o momento
750,205,LinkedIn,2,2026-04-13,Respondeu,,Pediu para encaminhar o material para o time tecnico avaliar
751,205,WhatsApp,3,2026-04-14,Objecao,Nao sou eu quem decide,"Disse que a decisao nao e dele, indicou outro contato"
752,206,LinkedIn,1,2026-06-01,Reuniao marcada,,Aceitou reuniao para apresentar a solucao em detalhe
753,206,LinkedIn,2,2026-06-07,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
754,206,Email,3,2026-06-13,Nao perturbe,,Solicitou remocao da lista de prospeccao
755,206,Email,4,2026-06-15,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
756,206,LinkedIn,5,2026-06-20,Respondeu,,Pediu para encaminhar o material para o time tecnico avaliar
757,207,Email,1,2026-08-12,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
758,207,Email,2,2026-08-19,Sem resposta,,Nenhuma resposta ate o momento
759,207,LinkedIn,3,2026-08-16,Respondeu,,Perguntou como funciona a alocacao de especialista sem abrir headcount
760,207,Email,4,2026-08-27,Nao perturbe,,Pediu para nao ser mais contatado sobre o tema
761,207,WhatsApp,5,2026-08-22,Objecao,Orcamento comprometido,"Disse que a decisao nao e dele, indicou outro contato"
762,208,Email,1,2026-07-01,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
763,208,WhatsApp,2,2026-07-05,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
764,208,LinkedIn,3,2026-07-09,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
765,208,WhatsApp,4,2026-07-21,Respondeu,,Pediu mais detalhes sobre governanca e controle de acesso a dado sensivel
766,208,LinkedIn,5,2026-07-12,Objecao,Manda material por email,Respondeu que nao e prioridade neste momento
767,208,WhatsApp,6,2026-08-02,Reuniao marcada,,Reuniao marcada apos troca sobre caso de uso similar ao deles
768,209,Email,1,2026-04-28,Respondeu,,Perguntou como funciona a alocacao de especialista sem abrir headcount
769,209,LinkedIn,2,2026-05-07,Sem resposta,,Nenhuma resposta ate o momento
770,209,LinkedIn,3,2026-05-10,Reuniao marcada,,Confirmou call para semana seguinte para discutir escopo tecnico
771,209,WhatsApp,4,2026-05-07,Reuniao marcada,,Aceitou reuniao para apresentar a solucao em detalhe
772,209,LinkedIn,5,2026-05-10,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
773,209,LinkedIn,6,2026-05-13,Sem resposta,,Nenhuma resposta ate o momento
774,210,Email,1,2026-05-18,Sem resposta,,Nenhuma resposta ate o momento
775,210,Email,2,2026-05-19,Objecao,Nao e prioridade este ano,Respondeu que nao e prioridade neste momento
776,210,Email,3,2026-05-22,Respondeu,,Questionou sobre integracao com o ambiente de nuvem que ja usam
777,210,Email,4,2026-05-25,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
778,210,WhatsApp,5,2026-06-07,Sem resposta,,Nenhuma resposta ate o momento
779,210,Email,6,2026-06-12,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
780,211,Email,1,2026-03-31,Respondeu,,Questionou sobre integracao com o ambiente de nuvem que ja usam
781,211,WhatsApp,2,2026-04-02,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
782,211,Email,3,2026-04-06,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
783,212,Email,1,2026-03-23,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
784,212,Email,2,2026-03-30,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
785,212,WhatsApp,3,2026-03-29,Objecao,,"Disse que a decisao nao e dele, indicou outro contato"
786,212,LinkedIn,4,2026-04-13,Respondeu,,Questionou sobre integracao com o ambiente de nuvem que ja usam
787,213,LinkedIn,1,2026-05-16,Objecao,,Disse que ja tem um parceiro atendendo esse escopo
788,213,Email,2,2026-05-18,Sem resposta,,Nenhuma resposta ate o momento
789,213,Email,3,2026-05-21,Sem resposta,,Nenhuma resposta ate o momento
790,214,WhatsApp,1,2026-08-30,Sem resposta,,Nenhuma resposta ate o momento
791,214,WhatsApp,2,2026-09-01,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
792,214,WhatsApp,3,2026-09-11,Respondeu,,Pediu mais detalhes sobre governanca e controle de acesso a dado sensivel
793,214,Email,4,2026-09-05,Sem resposta,,Nenhuma resposta ate o momento
794,214,WhatsApp,5,2026-09-13,Sem resposta,,Nenhuma resposta ate o momento
795,215,LinkedIn,1,2026-08-19,Sem resposta,,Nenhuma resposta ate o momento
796,215,LinkedIn,2,2026-08-26,Objecao,Orcamento comprometido,"Disse que a decisao nao e dele, indicou outro contato"
797,215,LinkedIn,3,2026-08-23,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
798,215,LinkedIn,4,2026-09-07,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
799,215,WhatsApp,5,2026-09-08,Respondeu,,Pediu para encaminhar o material para o time tecnico avaliar
800,215,WhatsApp,6,2026-09-01,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
801,216,WhatsApp,1,2026-08-03,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
802,216,Email,2,2026-08-08,Sem resposta,,Nenhuma resposta ate o momento
803,217,Email,1,2026-08-10,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
804,217,LinkedIn,2,2026-08-15,Reuniao marcada,,Reuniao marcada apos troca sobre caso de uso similar ao deles
805,217,LinkedIn,3,2026-08-23,Reuniao marcada,,Aceitou reuniao para apresentar a solucao em detalhe
806,218,Email,1,2026-04-10,Sem resposta,,"Mensagem visualizada no LinkedIn, sem retorno"
807,218,Email,2,2026-04-12,Objecao,Nao sou eu quem decide,"Pediu para so enviar material por email, sem call"
808,218,LinkedIn,3,2026-04-24,Sem resposta,,Nenhuma resposta ate o momento
809,219,LinkedIn,1,2026-04-22,Respondeu,,Pediu mais detalhes sobre governanca e controle de acesso a dado sensivel
810,219,LinkedIn,2,2026-04-25,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
811,219,Email,3,2026-04-29,Sem resposta,,Nenhuma resposta ate o momento
812,219,Email,4,2026-05-03,Objecao,Nao sou eu quem decide,Informou que o orcamento do ano ja esta comprometido
813,220,Email,1,2026-09-13,Respondeu,,Confirmou interesse mas pediu para retomar apos o fechamento do trimestre
814,220,Email,2,2026-09-14,Sem resposta,,Nenhuma resposta ate o momento
